ks	0.0069733
kf	0.012756
h 	0.0025377
nattxs	0.10664
nav1p8	0.24271
nav1p9	9.4779e-05
nakpump	-0.0047891
kdr	0.018002
kna	0.00042
thetaNa	0.029
thetaK	0.029
RaAx   	35.5
CmAx   	1
