,-80.0,-79.5,-79.0,-78.5,-78.0,-77.5,-77.0,-76.5,-76.0,-75.5,-75.0,-74.5,-74.0,-73.5,-73.0,-72.5,-72.0,-71.5,-71.0,-70.5,-70.0,-69.5,-69.0,-68.5,-68.0,-67.5,-67.0,-66.5,-66.0,-65.5,-65.0,-64.5,-64.0,-63.5,-63.0,-62.5,-62.0,-61.5,-61.0,-60.5,-60.0,-59.5,-59.0,-58.5,-58.0,-57.5,-57.0,-56.5,-56.0,-55.5,-55.0,-54.5,-54.0,-53.5,-53.0,-52.5,-52.0,-51.5,-51.0,-50.5,-50.0,-49.5,-49.0,-48.5,-48.0,-47.5,-47.0,-46.5,-46.0,-45.5,-45.0,-44.5,-44.0,-43.5,-43.0,-42.5,-42.0,-41.5,-41.0,-40.5,-40.0
0,-82.58602364872561,-81.84335640030233,-81.09958631509333,-80.3554625915654,-79.61054212701941,-78.86475327198326,-78.1185901413151,-77.37095449636755,-76.62349459036982,-75.87387344502237,-75.12511455625227,-74.37342456827207,-73.62342589675681,-72.86964681577395,-72.11853311788032,-71.36270990866063,-70.61066944826644,-69.85290817816734,-69.10018393296744,-68.34064101113115,-67.5875148229774,-66.82637932447555,-66.0731488279455,-65.31061769034552,-64.55756589610853,-63.793811736997114,-63.041169087318536,-62.27630026321314,-61.52419882326035,-60.75821113971865,-60.00663034953325,-59.23934954795288,-58.48805264712351,-57.71906644675432,-56.96752631001005,-56.196104386448894,-55.44341708768021,-54.668416933537564,-53.91320090135804,-53.132957051361856,-52.37323520244399,-51.58542882588469,-50.8184905752899,-50.019995970089816,-49.24223554880246,-48.42893969198688,-47.63566683507946,-46.80225806854398,-45.987477105010825,-45.127199779850855,-44.2833540171946,-43.38772856713264,-42.505409792747805,-41.56392415436852,-40.631554119618386,-39.63134507941917,-38.634849576726026,-37.560412257396266,-36.48292957476617,-35.31591319101153,-34.13759990671626,-32.85674643965517,-31.55474097865085,-30.135968260666502,-28.6845114348951,-27.101029465282174,-25.471618053695543,-23.693878377027193,-21.85523230129037,-19.850578683062025,-17.76828002718218,-15.500403893386643,-13.136324508045245,-10.564827149983856,-7.876676191409267,-4.95701215249742,-1.898300018337622,1.41781380967479,4.897309598462009,8.6610898868119,12.614441212321758
